indexid,tradedate,ticker,shortnames,secids,waprice,issue_size_total,cap_total,ff_factor,w_factor,issue_size_index,cap_index,weight,value,num_trades,volatility,factora,factorb,influence,determinat,currencyid,tradingsession
IMOEX,2014-01-27,RUALR,RUALR,RUALR,123.0,2000000000,246000000000.0,0.08,1.0,160000000,19680000000.0,0.29,15387169.4,750,0.0322,0.0071,1.4402,0.0,0.1218,RUB,3
IMOEX,2014-01-27,SBER,SBER,SBER,97.78,21586948000,2110771775440.0,0.48,0.8711671,9026802666,882640764658.52,13.21,10205265742.8,66050,0.0103,-0.001,1.1508,-0.1,0.7581,RUB,3
IMOEX,2014-01-27,SBERP,SBERP,SBERP,77.2,1000000000,77200000000.0,1.0,0.8711671,871167100,67254100120.0,1.01,1654123263.0,13774,0.0096,-0.0015,0.7786,-0.03,0.3986,RUB,3
IMOEX,2014-01-27,SNGS,SNGS,SNGS,28.22,35725994705,1008187570575.1,0.25,0.9083526,8112950044,228947450254.89,3.43,912595673.2,15212,0.0107,0.0002,1.0467,-0.02,0.5861,RUB,3
IMOEX,2014-01-27,SNGSP,SNGSP,SNGSP,26.1,7701998235,201022153933.5,0.73,0.9083526,5107174989,133297267213.66,2.0,1102938837.5,17654,0.0118,0.0023,0.9878,-0.04,0.4279,RUB,3
IMOEX,2014-01-27,SVAV,SVAV,SVAV,740.5,34270159,25377052739.5,0.34,1.0,11651854,8628197931.43,0.13,2180413.0,176,0.0168,0.0002,1.2373,0.0,0.3306,RUB,3
IMOEX,2014-01-27,TATN,TATN,TATN,197.36,2178690700,429986396552.0,0.32,1.0,697181024,137595646896.64,2.06,542445797.0,9498,0.0129,-0.0012,1.1467,-0.01,0.4846,RUB,3
IMOEX,2014-01-27,TATNP,TATNP,TATNP,124.5,147508500,18364808250.0,1.0,1.0,147508500,18364808250.0,0.27,19590150.9,777,0.014,0.0016,0.942,0.0,0.277,RUB,3
IMOEX,2014-01-27,TRMK,TRMK,TRMK,102.56,937586094,96158829800.64,0.28,1.0,262524106,26924472344.18,0.4,6368766.6,714,0.0171,0.0029,0.9523,0.0,0.1885,RUB,3
IMOEX,2014-01-27,TRNFP,TRNFP,TRNFP,84850.0,1554875,131931143750.0,1.0,1.0,1554875,131931143750.0,1.98,624021480.0,3158,0.0079,0.0002,0.3264,-0.01,0.1032,RUB,3
IMOEX,2014-01-27,URKA,URKA,URKA,177.16,2936015891,520144575249.56,0.42,1.0,1233126674,218460721604.82,3.27,1397445155.5,17627,0.0182,0.0015,1.1773,-0.1,0.2564,RUB,3
IMOEX,2014-01-27,VSMO,VSMO,VSMO,8147.0,11529538,93931146086.0,0.29,1.0,3343566,27240032364.94,0.41,4512151.4,269,0.024,0.0033,0.2904,0.01,0.0089,RUB,3
IMOEX,2014-01-27,VTBR,VTBR,VTBR,0.0464,12960541337338,601109907225.74,0.39,1.0,5054611121562,234432863818.04,3.51,2379294394.5,30305,0.0095,0.0011,0.7812,-0.04,0.412,RUB,3
